DeviceType,AveragePacketRate,TotalFailedLogins,SuccessfulLogins,FailedLoginRate,UniqueSourceIps,FailedToSuccessRatio,UniquePortsAccessed,ConnectionAttemptsPerSecond,AverageConnectionDurationMs,NewConnectionsPerSecond,TrafficVolumeBytes,OutgoingBytes,IncomingBytes,OutgoingIncomingRatio,AverageCpuUsage,TimeOfDay,AfterHoursActivity,Label
Workstation,239.96856018105396,3,6,0.05,29,0.5,5,6.32273822262962,424.7466668957069,4.198153836950887,250129.16380118584,92678.32018425559,157450.84361693027,0.5886174888318613,34.75721407113034,13,0,BruteForce
Workstation,89.38694750841252,3,20,0.05,4,0.15,1,4.3039970673641,555.478290189427,6.13317690798487,91726.70689890551,57774.193167990445,33952.51373091506,1.7016175481400317,18.272800910243454,13,0,PortScan
Workstation,374.1229499422317,1,15,0.016666666666666666,1209,0.06666666666666667,2,24.462282628965717,1056.1265834149222,2.650797257669189,98066.39145682083,28286.930155778475,69779.46130104235,0.4053761612423903,61.048989218308506,13,0,DDoS
Workstation,76.04935610258194,2,9,0.03333333333333333,6,0.2222222222222222,5,5.231074610138691,534.2574065443918,0,303763.26952502964,72362.83061083814,231400.4389141915,0.3127169116462735,26.89728063349622,13,0,Normal
Workstation,126.00645249654232,6,32,0.1,3,0.1875,10,13.129731726330373,2072.540761398801,2.3018343875931846,65489.59426503188,22275.605782448452,43213.98848258343,0.5154721090238225,37.66282372747571,13,0,Normal
Workstation,197.72693451121307,7,18,0.11666666666666667,6,0.3888888888888889,4,4.785849365607043,659.249897716826,6.162032654278131,415166.3411889201,274898.9656451792,140267.37554374087,1.9598211243316157,37.764571225497214,13,0,Exfiltration
Workstation,62.722142096370206,4,8,0.06666666666666667,1,0.5,7,4.846176194309189,140.70903388009182,5.307728299850759,179548.29707367092,66349.7920837576,113198.50498991333,0.5861366463246998,15.018450529569336,13,0,Normal
Workstation,77.26320076440791,1,5,0.016666666666666666,5,0.2,0,3.2986863232840125,695.5155551768084,4.061488895918631,247549.56217842182,87434.28123123717,160115.28094718466,0.5460708104436208,22.916298505121567,13,0,Normal
Workstation,139.4459797257475,8,7,0.13333333333333333,19,1.1428571428571428,3,5.5907292274535525,565.7474815914055,6.188690845217344,539091.9463940462,144770.77474661492,394321.17164743127,0.36713923866116105,32.65510891750368,13,0,BruteForce
Workstation,274.10924298029767,0,8,0,732,0,2,6.662447104657643,854.5319280585632,3.7739832068403465,140937.2075512539,79351.20765254728,61585.999898706614,1.2884617897421482,55.28022920143189,13,0,DDoS
Workstation,189.71175287138198,4,18,0.06666666666666667,2,0.2222222222222222,0,3.790046555210038,234.50822010209876,2.4813284642577287,138502.2058131421,51650.713876756985,86851.49193638511,0.5947015154856391,32.91264369143892,13,0,Normal
Workstation,214.45477868304627,10,10,0.16666666666666666,15,1,5,3.356216357957957,254.15054010751902,0,274118.13671989297,95272.83718667449,178845.2995332185,0.5327108816129587,44.288896629537106,13,0,BruteForce
Workstation,74.22064267833387,3,22,0.05,1,0.13636363636363635,11,2.484018523227451,1892.2329808165637,8.706533282737508,141825.93751006987,65872.48428202423,75953.45322804563,0.8672743829598649,13.014643878108874,13,0,PortScan
Workstation,180.40766242721853,9,9,0.15,1429,1,7,7.495252251140055,377.238335134288,1.5395274534282557,348758.0017775447,113758.60624676026,234999.39553078442,0.48408042067435075,48.312632167097796,13,0,DDoS
Workstation,116.82224083172956,1,11,0.016666666666666666,4,0.09090909090909091,4,14.245996360803236,1015.8793654775434,6.957107573631884,160474.59507485334,54194.07473949409,106280.52033535925,0.5099154065908714,33.82502205469622,13,0,Normal
Workstation,141.09582423593952,5,1,0.08333333333333333,9,5,13,6.028310571714535,208.52541777894567,1.7771187503977275,196901.53884583994,46609.73791012197,150291.80093571797,0.31012828124973796,22.996720109201025,13,0,BruteForce
Workstation,134.58743044762804,4,3,0.06666666666666667,5,1.3333333333333333,8,5.112164959202424,790.5691157431336,3.2469220917823103,79686.56198744742,17786.69685349818,61899.86513394924,0.2873462941317943,26.4092023107815,13,0,PortScan
Workstation,106.81010308239046,8,10,0.13333333333333333,66,0.8,6,0.4693110795764761,339.5935219870599,2.385469404528476,214643.34830520296,98328.94486528962,116314.40343991335,0.8453720429910918,54.858845164677064,13,0,DDoS
Workstation,128.1494198683419,7,15,0.11666666666666667,2,0.4666666666666667,9,9.28391515550091,898.5976846517635,8.097305160571041,148742.33195201168,48869.30215325339,99873.0297987583,0.4893143048901573,14.170657932964133,13,0,Normal
Workstation,119.26610227942122,3,4,0.05,7,0.75,11,8.88849776194959,1888.8258818325803,9.668339915192371,478292.893253211,193745.82448498573,284547.06876822526,0.6808920061053213,33.43139320620216,13,0,PortScan
WebServer,1238.9831356794416,0,76,0,613,0,12,50.60487271531551,452.5757632055485,164.36490281511823,2619269.9332026164,631600.7915811552,1987669.1416214614,0.3177595196079365,39.39636634178818,13,0,DDoS
WebServer,407.8733068000833,1,46,0.016666666666666666,71,0.021739130434782608,8,66.11452719827324,479.4231215913826,37.69685252345169,3286690.490288865,1464188.8487097414,1822501.6415791234,0.8033950781197,23.424822046549487,13,0,Normal
WebServer,315.31215526477416,3,38,0.05,12,0.07894736842105263,7,40.55752797807785,372.69979645514695,42.464617135136784,364482.7844026763,163451.47923099698,201031.30517167933,0.8130648064559426,28.971828099050672,13,0,BruteForce
WebServer,525.6067933615132,3,51,0.05,24,0.058823529411764705,15,115.90417244748647,98.86305369627016,157.91256856652157,1289157.2075179005,573330.9106011299,715826.2969167707,0.8009358039381881,60.60755083230244,13,0,PortScan
WebServer,831.5464448071342,0,74,0,546,0,8,324.7381010751904,100.59241315571477,54.483479507251715,1578573.1944200925,490938.2125456802,1087634.9818744124,0.45138141079243815,41.286015668508384,13,0,DDoS
WebServer,330.4848201460223,1,81,0.016666666666666666,69,0.012345679012345678,12,156.2900971622039,823.5352572554644,106.8703879218549,699338.8435176258,368975.93583062856,330362.90768699726,1.1168806401843856,38.65885378788096,13,0,Normal
WebServer,1059.5913313409596,8,63,0.13333333333333333,60,0.12698412698412698,8,156.09012761065497,622.6074174385697,30.37403421002496,654857.8600224076,177380.5363005056,477477.32372190204,0.3714952050870957,38.585567891399776,13,0,BruteForce
WebServer,707.7062705180374,1,112,0.016666666666666666,63,0.008928571428571428,15,282.2087450150458,1198.7950022600241,75.86126371850486,867890.6351060158,229003.08680465215,638887.5483013637,0.35844036624835146,63.49734107749149,13,0,PortScan
DatabaseServer,303.8108465830649,2,4,0.03333333333333333,334,0.5,12,54.02422592933037,327.1959513804347,94.18305168725549,2156477.9519585366,1050631.1249136005,1105846.8270449361,0.9500693036495081,97.22571299538316,13,0,DDoS
DatabaseServer,458.76433308449,1,23,0.016666666666666666,7,0.043478260869565216,2,36.91638101520786,1002.0069608850773,36.12935335669919,355646.3841467782,77715.87422199729,277930.5099247809,0.2796234002630021,71.72857995157872,13,0,Normal
DatabaseServer,498.9508229255371,3,59,0.05,1,0.05084745762711865,3,58.913475024659476,365.9018985664915,26.241882417490352,405251.1990712396,271243.8797785693,134007.31929267035,2.02409749863122,58.90149625599867,13,0,Normal
DatabaseServer,278.61172881284006,2,34,0.03333333333333333,7,0.058823529411764705,7,71.95030818762467,1491.0122307730057,62.423748440210844,936182.882429003,308124.8594686684,628058.0229603346,0.4905993526144769,67.18159351368257,13,1,Exfiltration
DatabaseServer,369.59561194656607,0,26,0,9,0,2,70.71088567756557,1287.0517858530902,19.239738331835483,508999.0816139766,276559.77335083665,232439.30826314,1.1898149904909747,47.83212539916872,13,0,Normal
IoTDevice,38.46767050453511,3,3,0.05,8,1,3,2.4481557290132914,2990.5365551533587,0.7863240139742289,13700.321399221193,7515.828861345571,6184.492537875623,1.215270099416639,17.42186695966317,13,0,BruteForce
IoTDevice,20.72862569088464,0,1,0,1,0,10,11.32791503276463,444.67503207419463,5.533254255646881,22899.610373885844,11851.74139252299,11047.868981362852,1.0727626669465602,12.536018678048606,13,0,PortScan
IoTDevice,38.844892624318874,3,3,0.05,672,1,2,4.613790648101716,1111.143146026585,11.216040534698141,61673.098992205,27017.569206979846,34655.52978522515,0.7796034103191914,37.70330396741685,13,0,DDoS
Workstation,151.19373570854782,4,0,0.06666666666666667,14,1,1,1.74469159361304,887.1015282651355,1.1431826548162747,14676.769480202849,6520.48529158018,8156.284188622669,0.7994431214983545,37.258429803729506,2,1,BruteForce
Workstation,61.301570271374295,0,3,0,1,0,3,0.9661822293771483,458.82228844602696,1.1245180201713896,13934.134547953508,9381.907790229223,4552.226757724286,2.0609491331489282,13.395545579340313,2,1,PortScan
Workstation,254.17614271425438,0,0,0,812,0,1,6.642051549993581,825.657376703933,0,8729.647081174518,3720.3112167752333,5009.335864399285,0.742675539728732,60.266406099098816,2,1,DDoS
Workstation,56.48759921007662,0,0,0,1,0,0,0,499.5858081647671,0.3769407626418493,10135.148752761948,2894.5160675509696,7240.632685210979,0.3997601029345171,23.783555817851084,2,1,Normal
Workstation,107.29043861647062,0,1,0,2,0,1,2.750256312835142,673.8304266071792,0.1809047576218521,44964.51508216733,19702.381067995004,25262.134014172327,0.7799175262446854,30.36900755458336,2,1,Normal
Workstation,153.36217151497988,0,2,0,1,0,0,0.9336195104111552,481.5977073440965,1.0626891956956706,13938.468934334667,8732.42272296625,5206.046211368417,1.6773617383374935,31.876627622123237,2,1,Exfiltration
Workstation,54.499647032964795,2,0,0.03333333333333333,2,1,0,0.0912755895080537,240.4069926128751,1.1214645592320274,22741.86470892929,10225.949043328332,12515.915665600958,0.8170356301963247,15.965012586797334,2,1,Normal
Workstation,68.38209951253536,0,1,0,2,0,1,0.9279359138440132,825.3730105760958,0.2741975121685743,52937.873505431635,21668.41428297178,31269.459222459853,0.692957755643182,18.790707779027763,2,1,Normal
Workstation,103.344291880497,4,0,0.06666666666666667,6,1,0,0.8182808095378498,1406.7475734140864,4.646318414045965,44456.250832472964,11045.12272841383,33411.128104059135,0.3305821549638712,22.783101021949584,2,1,BruteForce
Workstation,258.9512052661752,0,2,0,769,0,2,6.721100021260824,1536.242269971628,0,27455.865995532287,16135.27021419216,11320.595781340126,1.4253022125203092,52.27408384760061,2,1,DDoS
Workstation,167.86515369737634,0,1,0,1,0,2,1.4894229684829183,228.35310895425906,0,43096.42648925232,17283.663467856357,25812.76302139596,0.6695782025942008,29.00270027328506,2,1,Normal
Workstation,173.39158143241096,5,0,0.08333333333333333,12,1,5,1.2081160822304924,192.35990345178988,0.6027220012665072,27870.86264690285,12406.188538855284,15464.674108047566,0.8022276093357379,36.87346378898492,2,1,BruteForce
Workstation,75.91156514197733,2,6,0.03333333333333333,2,0.3333333333333333,8,0.9461864085148501,1640.9023115745795,1.4596891636949072,21203.345954898312,11099.718616447017,10103.627338451295,1.0985874918609582,8.161142869194745,2,1,PortScan
Workstation,99.5951125693685,1,1,0.016666666666666666,748,1,0,4.87229521738743,290.78892770445634,1.9742819271089282,107018.10026448284,47855.739167911706,59162.361096571134,0.8088882573465324,35.683367529189724,2,1,DDoS
Workstation,88.29879350531483,1,2,0.016666666666666666,1,0.5,3,1.6025048534688713,711.5671010159218,0.7832898125799514,22478.617550742503,5796.160186944409,16682.457363798094,0.34744043161905,31.8646159546205,2,1,Normal
Workstation,91.79186446822636,8,0,0.13333333333333333,13,1,2,2.843978338111113,422.29924047313796,0.8346575389408634,31460.72325708923,11429.512922730002,20031.210334359228,0.5705852383330594,18.001207008530056,2,1,BruteForce
Workstation,99.74603322569763,1,0,0.016666666666666666,1,1,5,3.460245209139073,761.0528379933726,0.49529994435602875,51779.92179576293,15446.572561173696,36333.34923458923,0.42513483855951845,24.62161802213476,2,1,PortScan
Workstation,120.17763758837874,0,1,0,48,0,5,1.5171239344169498,849.5789101310125,0,20055.617718617927,5562.408062666635,14493.20965595129,0.38379407975945234,46.84202542360517,2,1,DDoS
